segment_id,road_type,rainfall_mm,rainfall_prev_6h_mm,rainfall_rate_change_mm_per_h,slope_degrees,river_distance_km,historical_closure_count,active_weather_warning,disrupted
SEG_DIST_MZ1,district,26.16,21.56,22.57,41.76,0.86,1,0,0
SEG_RURAL_TR1,rural,14.54,5.29,13.66,38.93,0.23,1,0,0
SEG_DIST_AR1,district,25.55,3.67,24.94,26.93,0.818,4,0,1
SEG_DIST_AR1,district,3.71,31.89,-1.61,35.12,0.602,7,0,0
SEG_DIST_MZ1,district,15.54,17.26,12.66,37.11,0.343,7,0,0
SEG_RURAL_NL1,rural,30.94,22.81,27.14,46.13,0.05,3,0,1
SEG_STATE_AS1,state,29.56,7.04,28.38,22.69,2.032,4,1,0
SEG_HWY_NH27,highway,26.96,34.61,21.19,8.78,5.239,8,0,0
SEG_STATE_MN2,state,11.44,6.88,10.29,28.24,2.166,2,0,1
SEG_RURAL_TR1,rural,71.09,22.2,67.39,47.56,0.36,3,0,0
SEG_STATE_AS1,state,24.12,3.95,23.46,23.19,1.268,3,0,0
SEG_HWY_NH27,highway,31.77,14.51,29.35,0.0,4.373,1,0,1
SEG_STATE_MN2,state,33.22,16.69,30.44,24.01,2.427,2,0,0
SEG_RURAL_NL1,rural,23.89,25.6,19.62,37.41,0.098,1,0,0
SEG_DIST_MZ1,district,56.51,18.06,53.5,37.02,0.439,2,0,1
SEG_HWY_NH37,highway,26.56,31.22,21.36,0.0,3.174,4,0,0
SEG_STATE_AS1,state,14.56,5.17,13.69,15.23,1.835,0,0,1
SEG_RURAL_NL1,rural,26.53,33.0,21.03,37.84,0.782,2,0,0
SEG_HWY_NH37,highway,17.68,20.72,14.23,6.92,3.011,2,0,0
SEG_HWY_NH27,highway,20.82,4.84,20.01,15.7,4.865,2,0,0
SEG_STATE_AS1,state,21.77,6.46,20.69,13.89,1.476,8,0,0
SEG_RURAL_TR1,rural,19.68,33.81,14.04,49.8,0.188,6,0,0
SEG_RURAL_NL1,rural,30.23,20.66,26.79,41.75,0.2,2,0,0
SEG_HWY_NH27,highway,24.82,4.24,24.11,12.61,4.878,1,0,0
SEG_HWY_NH27,highway,19.23,10.52,17.47,3.91,5.136,2,0,0
SEG_DIST_AR1,district,66.42,15.44,63.85,29.4,0.528,1,0,1
SEG_STATE_MN2,state,27.84,46.26,20.13,28.67,2.105,3,0,1
SEG_DIST_MZ1,district,23.3,22.13,19.61,36.43,1.082,5,0,1
SEG_HWY_NH27,highway,12.22,8.25,10.84,15.84,4.67,2,0,0
SEG_HWY_NH37,highway,17.12,15.27,14.58,3.16,2.716,7,0,0
SEG_RURAL_NL1,rural,8.33,13.91,6.01,33.04,0.728,4,0,0
SEG_RURAL_NL1,rural,65.45,4.21,64.75,33.89,0.058,6,1,1
SEG_DIST_AR1,district,37.56,11.37,35.67,29.06,0.701,3,0,1
SEG_HWY_NH37,highway,10.8,19.43,7.56,17.82,3.066,2,0,0
SEG_STATE_AS1,state,45.74,24.58,41.65,25.98,1.338,6,0,0
SEG_RURAL_TR1,rural,13.46,11.77,11.5,46.9,0.05,5,0,0
SEG_RURAL_TR1,rural,17.32,4.85,16.51,43.66,0.576,0,0,0
SEG_HWY_NH37,highway,10.19,32.51,4.77,2.72,2.471,1,0,0
SEG_STATE_MN2,state,17.7,29.8,12.73,19.39,1.677,1,0,1
SEG_DIST_AR1,district,20.65,14.26,18.27,31.47,0.985,0,0,0
SEG_STATE_MN2,state,17.63,3.25,17.09,19.66,1.286,2,0,0
SEG_HWY_NH37,highway,5.42,8.1,4.07,2.42,3.481,0,0,0
SEG_STATE_MN2,state,13.8,0.79,13.66,18.73,2.179,7,0,0
SEG_STATE_AS1,state,30.31,5.41,29.41,18.79,1.183,3,0,1
SEG_HWY_NH37,highway,73.51,15.37,70.95,3.93,3.354,5,0,0
SEG_DIST_MZ1,district,8.35,8.8,6.88,31.44,0.165,2,0,1
SEG_STATE_MN2,state,23.84,35.21,17.98,18.07,1.935,2,0,0
SEG_HWY_NH37,highway,78.6,21.81,74.97,4.28,2.934,3,0,1
SEG_STATE_AS1,state,1.01,1.2,0.81,8.41,2.04,3,0,0
SEG_HWY_NH27,highway,33.31,15.89,30.66,0.61,4.83,0,0,0
SEG_DIST_AR1,district,23.04,62.46,12.63,36.33,0.915,1,1,1
SEG_RURAL_NL1,rural,29.35,51.61,20.75,46.21,0.05,2,0,1
SEG_DIST_MZ1,district,51.16,9.69,49.55,33.59,0.423,1,0,0
SEG_RURAL_NL1,rural,16.03,12.95,13.87,37.36,0.05,1,0,0
SEG_RURAL_NL1,rural,32.12,24.65,28.01,35.4,0.05,15,0,0
SEG_STATE_MN2,state,39.83,10.14,38.14,22.68,2.12,8,0,1
SEG_HWY_NH37,highway,42.39,15.74,39.76,4.89,3.134,3,0,0
SEG_HWY_NH27,highway,18.19,7.07,17.01,4.97,5.056,6,0,0
SEG_HWY_NH27,highway,63.71,27.6,59.11,9.96,4.809,2,0,0
SEG_DIST_AR1,district,22.54,13.25,20.33,35.93,0.667,1,0,0
SEG_DIST_MZ1,district,30.47,22.95,26.64,32.96,0.565,4,0,1
SEG_DIST_MZ1,district,34.35,4.73,33.56,32.52,0.74,2,0,0
SEG_DIST_AR1,district,12.72,4.97,11.89,35.17,0.545,2,0,1
SEG_STATE_MN2,state,22.95,13.6,20.68,26.04,2.185,0,1,1
SEG_STATE_MN2,state,26.94,8.14,25.59,23.5,1.882,0,0,0
SEG_RURAL_TR1,rural,14.3,6.71,13.18,43.03,0.116,5,0,1
SEG_RURAL_NL1,rural,8.49,24.56,4.4,38.15,0.276,3,0,0
SEG_HWY_NH37,highway,59.73,23.42,55.82,4.33,2.391,2,1,0
SEG_DIST_AR1,district,32.99,5.54,32.07,41.03,0.664,0,0,0
SEG_STATE_AS1,state,9.53,1.57,9.27,21.35,1.231,14,0,1
SEG_RURAL_NL1,rural,15.21,15.11,12.7,34.52,0.05,1,0,0
SEG_HWY_NH27,highway,12.98,13.93,10.66,3.33,5.012,2,0,0
SEG_HWY_NH27,highway,15.63,1.02,15.46,12.56,5.131,2,0,0
SEG_DIST_AR1,district,32.62,6.06,31.61,33.37,1.069,3,0,1
SEG_DIST_MZ1,district,26.33,4.82,25.53,35.39,0.216,8,0,1
SEG_HWY_NH27,highway,28.35,15.31,25.8,9.49,5.236,0,0,0
SEG_DIST_AR1,district,26.16,69.66,14.55,32.1,0.203,0,0,0
SEG_DIST_AR1,district,4.35,9.45,2.77,34.18,0.05,0,0,0
SEG_RURAL_TR1,rural,5.64,15.8,3.01,46.08,0.318,2,0,1
SEG_RURAL_NL1,rural,1.98,6.04,0.97,38.3,0.158,3,1,1
SEG_RURAL_TR1,rural,26.54,24.53,22.45,49.78,0.444,4,0,1
SEG_STATE_MN2,state,16.04,10.84,14.23,22.75,1.795,2,1,1
SEG_DIST_MZ1,district,84.19,6.54,83.1,43.57,0.079,1,0,1
SEG_RURAL_TR1,rural,80.94,18.93,77.79,43.51,0.552,0,1,1
SEG_RURAL_TR1,rural,0.69,11.81,-1.28,43.06,0.664,0,0,0
SEG_HWY_NH37,highway,22.41,29.4,17.51,0.0,3.138,5,0,0
SEG_RURAL_TR1,rural,17.9,8.04,16.56,55.88,0.183,1,0,0
SEG_HWY_NH27,highway,17.13,5.17,16.27,4.51,5.455,5,0,0
SEG_DIST_AR1,district,53.44,22.31,49.73,36.03,0.814,1,0,1
SEG_HWY_NH27,highway,50.47,35.94,44.48,1.89,5.467,0,0,0
SEG_RURAL_NL1,rural,82.45,4.2,81.75,29.1,0.202,0,0,0
SEG_STATE_MN2,state,11.17,5.75,10.21,19.29,2.441,1,0,1
SEG_STATE_MN2,state,10.75,12.87,8.6,24.83,1.768,1,0,0
SEG_DIST_MZ1,district,19.01,47.21,11.14,35.73,0.529,3,0,0
SEG_RURAL_NL1,rural,7.76,49.16,-0.43,38.51,0.502,2,0,0
SEG_DIST_MZ1,district,49.9,17.67,46.96,30.89,0.357,2,0,1
SEG_HWY_NH37,highway,40.78,10.88,38.96,8.5,3.019,7,1,0
SEG_DIST_AR1,district,32.94,15.0,30.44,33.4,0.878,6,0,0
SEG_STATE_MN2,state,21.6,11.35,19.71,20.2,2.451,2,0,0
SEG_DIST_AR1,district,17.79,12.86,15.65,26.84,0.676,3,0,0
SEG_HWY_NH27,highway,14.79,4.48,14.05,10.76,5.231,4,1,1
SEG_RURAL_NL1,rural,67.79,8.99,66.29,38.63,0.462,3,0,0
SEG_DIST_MZ1,district,37.13,18.74,34.01,35.18,0.425,4,0,1
SEG_HWY_NH27,highway,10.71,16.2,8.01,8.72,5.172,3,0,0
SEG_STATE_AS1,state,5.61,0.69,5.5,15.69,1.937,1,0,1
SEG_RURAL_TR1,rural,22.81,35.09,16.96,39.81,0.207,6,0,0
SEG_DIST_MZ1,district,51.07,13.14,48.88,36.29,0.741,3,1,1
SEG_DIST_MZ1,district,3.64,17.39,0.74,36.33,0.483,6,0,0
SEG_STATE_MN2,state,14.76,12.23,12.72,25.66,2.238,2,0,0
SEG_DIST_AR1,district,29.14,9.55,27.54,37.35,0.856,0,0,0
SEG_STATE_AS1,state,6.75,1.36,6.53,9.97,1.393,8,0,0
SEG_STATE_MN2,state,23.69,17.14,20.83,16.33,1.762,2,0,1
SEG_RURAL_TR1,rural,16.98,24.05,12.97,47.09,0.193,4,0,0
SEG_STATE_MN2,state,3.69,30.86,-1.46,19.85,1.908,7,0,0
SEG_STATE_MN2,state,8.83,10.87,7.02,17.87,2.266,8,0,1
SEG_STATE_MN2,state,29.81,17.01,26.98,24.43,2.408,4,0,1
SEG_DIST_AR1,district,86.85,4.28,86.14,24.42,0.803,2,0,0
SEG_STATE_MN2,state,66.15,10.21,64.45,20.72,2.258,2,0,0
SEG_STATE_MN2,state,7.93,7.11,6.75,18.33,1.496,2,0,0
SEG_STATE_MN2,state,1.08,12.55,-1.01,23.99,2.054,4,0,0
SEG_STATE_MN2,state,65.66,11.07,63.82,20.06,1.442,4,0,0
SEG_DIST_MZ1,district,29.94,19.0,26.77,37.05,0.387,0,0,0
SEG_STATE_AS1,state,2.25,22.43,-1.49,8.03,1.368,5,0,0
SEG_HWY_NH27,highway,27.24,8.67,25.79,8.36,5.07,14,0,1
SEG_HWY_NH27,highway,102.88,7.21,101.68,20.57,5.06,0,0,0
SEG_HWY_NH27,highway,1.54,16.59,-1.22,3.76,5.598,0,0,0
SEG_RURAL_TR1,rural,46.6,1.25,46.39,49.43,0.473,1,0,0
SEG_HWY_NH37,highway,8.35,4.13,7.66,4.95,3.503,1,0,0
SEG_HWY_NH37,highway,22.62,17.24,19.75,0.0,2.813,0,1,0
SEG_RURAL_TR1,rural,7.67,28.29,2.95,41.26,0.05,10,0,0
SEG_DIST_MZ1,district,12.88,28.97,8.05,31.16,0.644,7,0,1
SEG_DIST_MZ1,district,45.65,12.05,43.64,51.03,0.326,2,0,1
SEG_RURAL_TR1,rural,24.73,6.92,23.57,46.15,0.05,3,1,1
SEG_DIST_AR1,district,26.14,40.19,19.44,24.71,0.836,1,0,0
SEG_RURAL_TR1,rural,25.69,25.56,21.44,42.39,0.05,3,0,1
SEG_STATE_AS1,state,22.78,5.2,21.91,16.13,1.907,2,0,0
SEG_DIST_AR1,district,37.91,39.41,31.34,31.83,1.403,2,0,1
SEG_RURAL_NL1,rural,25.85,18.31,22.8,35.64,0.346,1,0,1
SEG_STATE_MN2,state,31.32,33.12,25.8,18.35,2.25,13,0,0
SEG_STATE_AS1,state,10.46,44.31,3.08,16.4,1.392,2,0,1
SEG_HWY_NH37,highway,27.81,6.73,26.69,0.03,3.338,1,0,0
SEG_RURAL_NL1,rural,50.55,3.02,50.05,44.17,0.354,6,0,1
SEG_RURAL_TR1,rural,9.81,3.22,9.28,39.48,0.062,1,0,1
SEG_HWY_NH37,highway,42.18,4.89,41.36,11.08,3.38,2,0,0
SEG_DIST_MZ1,district,93.83,4.52,93.08,26.42,0.558,3,1,0
SEG_RURAL_NL1,rural,12.61,8.66,11.16,43.46,0.05,7,0,0
SEG_STATE_AS1,state,21.13,2.08,20.79,24.43,1.457,3,0,0
SEG_RURAL_TR1,rural,27.07,8.88,25.59,44.47,0.267,2,0,0
SEG_HWY_NH27,highway,4.7,11.17,2.84,5.31,5.182,3,0,0
SEG_RURAL_TR1,rural,84.8,13.68,82.52,44.75,0.4,0,0,1
SEG_DIST_MZ1,district,31.17,48.42,23.1,42.2,0.128,3,0,1
SEG_HWY_NH37,highway,17.15,1.65,16.87,0.0,2.942,0,1,0
SEG_HWY_NH37,highway,10.27,7.22,9.06,7.85,3.426,3,0,0
SEG_STATE_MN2,state,49.3,41.1,42.45,24.83,2.188,1,0,0
SEG_RURAL_NL1,rural,22.46,6.49,21.38,36.9,0.482,1,0,0
SEG_HWY_NH27,highway,53.77,13.01,51.6,1.91,5.667,1,0,0
SEG_DIST_MZ1,district,31.95,3.5,31.37,36.79,0.486,4,0,0
SEG_DIST_MZ1,district,15.68,4.84,14.88,34.62,0.609,8,1,1
SEG_DIST_AR1,district,62.06,0.91,61.91,21.22,0.328,0,1,1
SEG_STATE_AS1,state,89.94,16.04,87.26,16.61,1.93,4,1,0
SEG_DIST_AR1,district,17.31,4.84,16.5,38.18,0.853,3,0,0
SEG_STATE_MN2,state,39.69,11.65,37.75,23.93,1.975,6,0,1
SEG_DIST_AR1,district,14.16,22.1,10.48,27.6,0.693,3,0,1
SEG_RURAL_TR1,rural,30.59,10.14,28.9,41.57,0.571,9,0,1
SEG_DIST_MZ1,district,62.8,16.23,60.1,34.95,0.931,1,0,1
SEG_DIST_MZ1,district,21.93,5.12,21.07,38.69,0.712,0,0,0
SEG_STATE_AS1,state,22.02,21.87,18.37,19.36,1.591,8,0,1
SEG_RURAL_TR1,rural,13.9,42.36,6.84,46.14,0.694,1,1,1
SEG_RURAL_NL1,rural,19.99,6.13,18.97,31.91,0.227,5,0,1
SEG_STATE_MN2,state,48.14,23.21,44.27,17.96,1.45,2,0,1
SEG_RURAL_NL1,rural,14.51,7.24,13.3,52.7,1.15,0,0,1
SEG_DIST_MZ1,district,35.1,29.03,30.26,36.93,0.109,0,0,0
SEG_DIST_MZ1,district,10.91,16.15,8.21,40.47,0.628,1,0,1
SEG_RURAL_NL1,rural,22.96,9.74,21.34,41.04,0.184,2,0,0
SEG_DIST_AR1,district,41.53,24.04,37.52,26.64,0.763,1,0,0
SEG_RURAL_TR1,rural,5.33,7.77,4.04,48.08,0.05,1,0,1
SEG_STATE_AS1,state,39.94,2.55,39.52,16.8,1.384,0,0,1
SEG_STATE_AS1,state,13.96,22.02,10.29,18.29,1.371,7,1,1
SEG_STATE_MN2,state,25.72,0.24,25.68,19.73,1.698,0,0,0
SEG_HWY_NH27,highway,5.25,14.64,2.81,18.1,4.718,0,1,0
SEG_DIST_AR1,district,11.22,22.51,7.47,28.35,0.707,1,0,0
SEG_STATE_MN2,state,25.83,62.97,15.34,27.07,2.134,1,1,0
SEG_RURAL_NL1,rural,18.85,0.21,18.82,37.47,0.209,4,0,0
SEG_RURAL_NL1,rural,59.62,1.97,59.29,41.01,0.986,5,0,0
SEG_STATE_MN2,state,40.19,26.7,35.74,21.54,1.614,0,0,0
SEG_STATE_AS1,state,21.9,22.12,18.22,5.48,1.519,9,0,0
SEG_STATE_AS1,state,12.81,20.33,9.43,19.26,1.25,2,0,0
SEG_RURAL_TR1,rural,60.63,2.57,60.2,53.7,0.098,1,1,0
SEG_HWY_NH37,highway,3.78,35.08,-2.06,3.06,2.84,2,0,0
SEG_STATE_AS1,state,12.76,9.2,11.23,14.68,1.33,1,0,0
SEG_RURAL_NL1,rural,39.31,4.38,38.58,34.49,0.238,0,0,0
SEG_RURAL_TR1,rural,52.45,16.84,49.64,44.55,0.479,1,1,1
SEG_STATE_AS1,state,11.17,4.69,10.39,19.65,1.876,3,0,1
SEG_DIST_MZ1,district,9.19,23.04,5.35,36.59,0.431,1,0,0
SEG_RURAL_TR1,rural,22.08,16.74,19.29,50.73,0.05,2,0,0
SEG_DIST_AR1,district,24.36,2.17,24.0,32.19,0.942,2,0,1
SEG_DIST_AR1,district,60.57,2.91,60.09,29.18,1.191,0,1,0
SEG_HWY_NH37,highway,17.6,8.92,16.11,0.82,2.852,5,0,0
SEG_RURAL_NL1,rural,8.45,8.96,6.96,44.29,0.524,7,0,0
SEG_HWY_NH27,highway,33.73,2.78,33.27,8.49,4.711,2,0,0
SEG_STATE_AS1,state,37.37,12.21,35.34,14.55,1.135,3,0,0
SEG_HWY_NH37,highway,36.44,59.2,26.58,0.01,2.323,1,0,0
SEG_STATE_MN2,state,10.04,0.83,9.9,18.02,2.013,2,0,0
SEG_DIST_AR1,district,94.94,10.1,93.26,29.12,0.351,3,1,1
SEG_RURAL_TR1,rural,27.07,29.41,22.17,40.6,0.437,4,0,1
SEG_HWY_NH27,highway,19.31,8.37,17.91,8.89,4.946,4,1,0
SEG_RURAL_TR1,rural,17.35,1.07,17.17,41.81,0.05,4,0,1
SEG_DIST_MZ1,district,25.3,9.47,23.72,35.03,0.612,1,0,0
SEG_DIST_AR1,district,27.0,34.44,21.26,30.13,1.544,2,0,1
SEG_DIST_MZ1,district,11.44,15.99,8.77,39.3,0.881,6,0,0
SEG_DIST_MZ1,district,18.72,24.13,14.69,36.22,0.312,5,0,1
SEG_DIST_AR1,district,29.95,7.31,28.73,29.01,0.244,5,0,0
SEG_DIST_MZ1,district,46.29,8.02,44.96,33.5,0.687,3,1,1
SEG_HWY_NH37,highway,36.46,7.59,35.19,5.2,2.631,0,0,0
SEG_RURAL_NL1,rural,8.2,39.43,1.62,43.48,0.606,10,0,0
SEG_HWY_NH27,highway,55.85,6.5,54.76,2.75,4.699,3,0,0
SEG_DIST_MZ1,district,25.37,23.71,21.42,28.83,0.289,3,0,0
SEG_STATE_MN2,state,51.21,8.62,49.78,28.36,1.806,3,1,1
SEG_STATE_AS1,state,58.41,18.84,55.26,10.1,1.159,9,1,0
SEG_DIST_AR1,district,35.39,5.25,34.52,35.11,0.824,8,0,1
SEG_DIST_MZ1,district,19.55,29.89,14.57,34.56,0.606,0,0,0
SEG_DIST_MZ1,district,5.94,19.09,2.76,25.29,0.463,6,0,1
SEG_RURAL_TR1,rural,18.75,43.67,11.47,46.68,0.436,3,0,1
SEG_RURAL_TR1,rural,21.56,12.59,19.46,45.87,0.193,1,0,1
SEG_HWY_NH27,highway,31.27,2.92,30.78,11.52,4.604,0,0,0
SEG_RURAL_NL1,rural,9.75,11.24,7.88,27.69,0.05,1,1,0
SEG_DIST_AR1,district,21.3,32.63,15.86,34.56,0.638,2,0,0
SEG_RURAL_TR1,rural,17.51,21.8,13.88,46.45,0.846,2,0,0
SEG_STATE_AS1,state,37.94,10.8,36.13,21.13,1.741,1,0,1
SEG_STATE_AS1,state,11.57,13.01,9.41,8.45,1.988,3,0,0
SEG_DIST_MZ1,district,37.03,7.82,35.73,30.84,0.508,10,0,1
SEG_RURAL_NL1,rural,22.15,27.29,17.6,38.12,0.05,3,0,0
SEG_RURAL_NL1,rural,18.25,2.11,17.9,39.07,0.372,5,0,1
SEG_HWY_NH27,highway,31.42,4.74,30.63,14.71,4.943,2,0,0
SEG_HWY_NH27,highway,40.38,41.64,33.44,8.36,4.963,3,0,0
SEG_STATE_AS1,state,23.9,21.99,20.24,22.94,1.861,7,0,0
SEG_DIST_MZ1,district,21.57,13.7,19.28,41.78,0.871,0,0,0
SEG_STATE_MN2,state,48.53,2.34,48.14,24.47,1.866,8,1,1
SEG_DIST_MZ1,district,9.69,12.56,7.59,37.05,0.891,2,0,0
SEG_DIST_MZ1,district,68.11,3.44,67.53,28.77,0.636,3,0,0
SEG_DIST_AR1,district,41.87,21.98,38.21,30.95,0.782,2,0,1
SEG_DIST_AR1,district,17.22,6.67,16.1,35.81,1.057,2,0,1
SEG_RURAL_NL1,rural,16.4,8.09,15.05,42.9,0.087,7,0,1
SEG_DIST_AR1,district,15.4,16.29,12.68,29.21,0.548,7,0,0
SEG_RURAL_TR1,rural,49.69,15.03,47.19,48.4,0.18,1,0,1
SEG_DIST_MZ1,district,27.15,7.86,25.84,36.99,1.059,4,0,0
SEG_RURAL_TR1,rural,46.35,5.52,45.43,35.44,0.234,8,0,0
SEG_RURAL_NL1,rural,36.98,9.64,35.37,40.88,0.269,2,0,1
SEG_STATE_AS1,state,31.06,37.09,24.88,25.1,1.318,1,0,0
SEG_STATE_AS1,state,9.85,10.69,8.07,17.06,1.67,0,0,0
SEG_HWY_NH37,highway,21.95,17.82,18.98,7.5,2.663,6,0,0
SEG_STATE_AS1,state,20.14,8.89,18.66,17.18,1.702,1,0,0
SEG_STATE_MN2,state,15.65,17.58,12.72,14.57,2.012,6,0,1
SEG_DIST_AR1,district,15.05,24.17,11.02,33.49,0.928,3,0,1
SEG_HWY_NH27,highway,18.78,14.04,16.44,0.0,4.739,0,0,0
SEG_STATE_MN2,state,12.56,28.05,7.88,21.75,1.748,2,0,0
SEG_STATE_AS1,state,17.04,19.52,13.79,15.0,0.562,6,0,0
SEG_RURAL_NL1,rural,6.94,28.34,2.22,46.12,0.331,10,0,1
SEG_HWY_NH27,highway,18.1,6.29,17.05,10.97,4.379,6,0,0
SEG_HWY_NH27,highway,21.52,35.67,15.57,7.58,5.295,2,0,0
SEG_HWY_NH27,highway,9.03,24.17,5.01,3.1,4.28,1,0,0
SEG_RURAL_TR1,rural,91.13,20.17,87.77,42.75,0.23,2,0,1
SEG_HWY_NH37,highway,120.09,16.36,117.36,0.0,3.158,1,0,1
SEG_HWY_NH37,highway,13.91,20.73,10.46,3.69,3.002,1,0,0
SEG_RURAL_NL1,rural,55.58,43.29,48.37,41.27,0.491,3,0,1
SEG_HWY_NH27,highway,28.72,29.12,23.87,5.77,5.098,7,0,0
SEG_HWY_NH27,highway,57.48,12.11,55.46,5.85,4.829,3,1,0
SEG_DIST_AR1,district,31.1,4.51,30.35,38.14,0.87,3,0,1
SEG_STATE_AS1,state,54.4,1.63,54.12,26.35,1.366,4,0,0
SEG_HWY_NH27,highway,56.85,6.89,55.7,2.23,4.611,6,0,1
SEG_RURAL_NL1,rural,4.68,31.13,-0.51,39.56,0.247,0,0,0
SEG_DIST_AR1,district,3.93,10.36,2.2,30.03,1.216,5,0,0
SEG_STATE_MN2,state,29.59,14.39,27.19,23.85,1.812,3,0,1
SEG_STATE_MN2,state,26.87,52.79,18.07,15.86,2.202,1,0,0
SEG_DIST_AR1,district,25.87,3.25,25.32,28.04,0.824,7,0,1
SEG_RURAL_TR1,rural,34.82,19.67,31.54,49.43,0.05,1,0,1
SEG_STATE_AS1,state,66.07,16.89,63.26,14.36,1.906,1,1,1
SEG_STATE_AS1,state,28.75,31.33,23.53,14.71,0.891,10,0,1
SEG_STATE_AS1,state,63.98,22.93,60.16,14.37,1.743,4,0,1
SEG_HWY_NH37,highway,19.82,15.61,17.22,7.85,3.144,12,0,1
SEG_HWY_NH37,highway,45.89,14.57,43.47,7.67,2.892,2,0,0
SEG_DIST_MZ1,district,60.8,3.87,60.15,39.45,0.635,2,0,1
SEG_DIST_MZ1,district,22.9,3.49,22.32,43.66,0.455,1,0,0
SEG_RURAL_TR1,rural,42.07,19.15,38.88,34.59,0.05,2,0,1
SEG_RURAL_TR1,rural,32.13,32.37,26.73,48.66,0.05,5,0,1
SEG_DIST_AR1,district,5.58,7.89,4.26,34.95,0.554,8,0,0
SEG_RURAL_TR1,rural,38.95,5.56,38.02,42.31,0.494,3,0,1
SEG_STATE_AS1,state,11.9,16.98,9.07,23.0,1.597,5,0,1
SEG_STATE_AS1,state,33.4,13.36,31.18,20.78,2.047,1,0,1
SEG_RURAL_TR1,rural,37.03,12.91,34.88,42.68,0.687,1,0,1
SEG_RURAL_NL1,rural,12.99,9.64,11.39,25.66,0.628,1,0,0
SEG_DIST_AR1,district,8.95,17.02,6.11,30.95,0.917,5,0,1
SEG_DIST_MZ1,district,10.04,2.29,9.66,33.71,0.77,2,0,0
SEG_RURAL_TR1,rural,28.81,18.33,25.76,51.36,0.05,1,0,1
SEG_STATE_MN2,state,11.26,5.84,10.29,18.9,1.707,1,0,0
SEG_HWY_NH27,highway,7.4,10.13,5.71,10.97,4.838,7,0,0
SEG_RURAL_TR1,rural,9.38,3.89,8.74,52.88,0.31,6,0,1
SEG_DIST_AR1,district,62.47,23.52,58.55,30.88,0.791,4,0,0
SEG_DIST_MZ1,district,15.58,20.14,12.22,34.05,0.834,1,0,0
SEG_RURAL_NL1,rural,9.52,37.76,3.23,38.04,0.521,0,0,0
SEG_DIST_AR1,district,10.48,17.61,7.54,29.44,1.004,4,0,1
SEG_STATE_AS1,state,32.1,13.98,29.78,11.6,1.151,1,0,1
SEG_DIST_AR1,district,15.28,29.04,10.44,34.45,0.442,6,0,0
SEG_HWY_NH37,highway,12.74,13.9,10.42,5.82,3.205,0,0,0
SEG_HWY_NH37,highway,12.83,14.02,10.5,7.54,3.477,1,1,0
SEG_STATE_AS1,state,24.83,25.41,20.6,8.5,1.021,7,0,0
SEG_DIST_MZ1,district,85.89,1.55,85.63,39.1,0.428,3,0,1
SEG_DIST_AR1,district,40.6,13.8,38.3,25.72,0.05,2,0,1
SEG_RURAL_TR1,rural,38.73,13.76,36.44,36.38,0.05,3,0,0
SEG_HWY_NH37,highway,14.02,23.27,10.14,1.18,2.866,6,0,0
SEG_RURAL_TR1,rural,26.6,7.05,25.42,46.63,0.667,1,0,0
SEG_RURAL_TR1,rural,9.81,33.65,4.21,36.66,0.394,2,0,0
SEG_DIST_AR1,district,44.52,1.76,44.23,37.23,0.627,5,0,1
SEG_HWY_NH37,highway,23.51,4.2,22.81,4.31,2.891,2,0,0
SEG_RURAL_NL1,rural,16.87,9.14,15.34,42.41,0.419,0,0,0
SEG_DIST_AR1,district,28.65,12.31,26.6,34.29,0.767,0,0,1
SEG_STATE_MN2,state,9.31,3.1,8.8,20.26,1.602,9,0,1
SEG_HWY_NH37,highway,33.79,10.09,32.11,13.14,3.393,0,0,0
SEG_DIST_MZ1,district,20.49,27.03,15.98,38.69,0.756,3,0,1
SEG_STATE_MN2,state,56.95,10.39,55.22,24.16,2.129,14,0,1
SEG_RURAL_NL1,rural,36.5,37.38,30.27,38.07,0.41,4,0,1
SEG_RURAL_NL1,rural,5.32,17.93,2.33,38.04,0.177,1,0,0
SEG_RURAL_NL1,rural,27.8,0.69,27.68,28.31,0.527,1,0,0
SEG_STATE_MN2,state,21.0,21.34,17.45,21.18,1.837,0,0,0
SEG_STATE_AS1,state,43.68,4.27,42.97,19.76,1.234,4,0,0
SEG_RURAL_NL1,rural,22.44,6.15,21.42,40.76,0.548,3,1,1
SEG_RURAL_NL1,rural,24.21,14.63,21.78,42.09,0.259,7,0,0
SEG_STATE_MN2,state,45.84,0.33,45.79,15.7,1.434,4,0,0
SEG_DIST_AR1,district,17.7,19.99,14.37,33.97,0.589,2,0,0
SEG_HWY_NH27,highway,64.88,10.26,63.17,12.65,4.541,0,0,0
SEG_RURAL_NL1,rural,10.74,27.76,6.11,47.12,0.05,0,0,0
SEG_STATE_MN2,state,57.95,0.68,57.84,14.73,1.419,1,1,1
SEG_DIST_AR1,district,60.13,7.49,58.88,28.22,1.23,0,0,0
SEG_DIST_AR1,district,16.61,23.0,12.77,21.1,0.424,8,0,0
SEG_DIST_AR1,district,28.78,19.6,25.51,25.59,0.673,8,0,0
SEG_RURAL_NL1,rural,11.63,41.07,4.79,37.77,1.131,1,1,0
SEG_STATE_MN2,state,27.24,10.31,25.52,26.89,1.871,1,0,0
SEG_HWY_NH27,highway,13.59,39.62,6.99,7.02,5.096,5,0,0
SEG_STATE_AS1,state,21.04,2.26,20.66,24.29,2.026,0,0,0
SEG_STATE_AS1,state,14.59,16.54,11.83,22.06,1.792,2,0,0
